BASE_LAYER
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,4,4,4,4,4,4,4,4,4,4,4,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,5,5,5,5,5,5,5,5,5,5,5,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,7,13,4,4,4,4,4,4,4,14,0,0
0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,7,6,5,5,5,5,5,5,5,7,0,0
0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,1,7,0,0
0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,1,7,0,0
0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,1,7,0,0
0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,1,7,0,0
0,0,0,6,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,9,0,0
0,0,0,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,10,0,0
0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0
0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0
0,0,0,34,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,35,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVERLAY_LAYER
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,40,41,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,42,43,0,0,0,30,31,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22,23,22,23,22,23,32,33,32,33,0,0,0,0,0,0,0,20,0,0,0,0,0
0,0,0,0,24,25,24,25,24,25,0,0,0,0,0,0,0,36,36,36,37,0,28,28,0,0,0
0,0,0,0,21,21,21,21,21,21,0,0,0,0,26,0,0,36,36,36,0,0,29,29,0,0,0
0,0,0,0,22,23,22,23,22,23,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,24,25,24,25,24,25,26,0,0,0,26,0,0,38,0,0,0,0,0,0,0,0,0
0,0,0,0,21,21,21,21,21,21,27,0,0,0,27,0,0,39,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0
0,0,0,0,0,0,28,28,28,26,0,0,17,0,0,38,28,28,28,0,0,26,17,0,0,0,0
0,0,0,0,0,0,29,29,29,27,0,0,0,0,0,39,29,29,29,0,0,27,0,0,0,0,0
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
